"DateTime","Number of sales","Sales USD"
"2021-12-12 00:00:00",1313,5947301.9
"2021-12-13 00:00:00",1294,5463073.77
"2021-12-14 00:00:00",1265,5261374.12
"2021-12-15 00:00:00",1244,5043326.2
"2021-12-16 00:00:00",1245,4924471.83
"2021-12-17 00:00:00",1211,4644458.94
"2021-12-18 00:00:00",1228,4551966.16
"2021-12-19 00:00:00",14784,5984775.85
"2021-12-20 00:00:00",17080,6373153.91
"2021-12-21 00:00:00",18049,6646033.4
"2021-12-22 00:00:00",18290,6585382.95
"2021-12-23 00:00:00",18602,6598958.44
"2021-12-24 00:00:00",18888,6548753.75
"2021-12-25 00:00:00",19346,6654830.29
"2021-12-26 00:00:00",19827,6875457.79
"2021-12-27 00:00:00",20116,7066008.2
"2021-12-28 00:00:00",20187,7038618.03
"2021-12-29 00:00:00",20238,7057498.22
"2021-12-30 00:00:00",20275,6883922.2
"2021-12-31 00:00:00",20390,6885441.32
"2022-01-01 00:00:00",20519,6936786.34
"2022-01-02 00:00:00",20676,6869258.72
"2022-01-03 00:00:00",20843,6894790.53
"2022-01-04 00:00:00",20937,6958163.08
"2022-01-05 00:00:00",21066,7177092.81
"2022-01-06 00:00:00",22228,10570161.29
"2022-01-07 00:00:00",25862,14339353.73
"2022-01-08 00:00:00",27201,15940513.36
"2022-01-09 00:00:00",27567,16705589.51
"2022-01-10 00:00:00",27609,16493323.09
"2022-01-11 00:00:00",27718,16729003.95
"2022-01-12 00:00:00",27771,16838811.96
"2022-01-13 00:00:00",27807,16850383.03
"2022-01-14 00:00:00",27833,16850428.22
"2022-01-15 00:00:00",27909,16901992.66
"2022-01-16 00:00:00",27921,16860900.42
"2022-01-17 00:00:00",27946,16840317.3
"2022-01-18 00:00:00",14366,14987764.88
"2022-01-19 00:00:00",12140,14604176.76
"2022-01-20 00:00:00",11204,14325200.13
"2022-01-21 00:00:00",10968,14262147.18
"2022-01-22 00:00:00",10754,14218437.32
"2022-01-23 00:00:00",10514,14124549.17
"2022-01-24 00:00:00",10063,13922567.42
"2022-01-25 00:00:00",9616,13700848.07
"2022-01-26 00:00:00",9349,13452442.97
"2022-01-27 00:00:00",9279,13427500.47
"2022-01-28 00:00:00",9351,13497895.21
"2022-01-29 00:00:00",9316,13489745.18
"2022-01-30 00:00:00",9264,13436736.81
"2022-01-31 00:00:00",9200,13460587.44
"2022-02-01 00:00:00",9105,13583165.88
"2022-02-02 00:00:00",9008,13567219.93
"2022-02-03 00:00:00",9020,13566824.62
"2022-02-04 00:00:00",8892,13277061.42
"2022-02-05 00:00:00",7801,9904118.55
"2022-02-06 00:00:00",4175,5997912.46
"2022-02-07 00:00:00",2866,4453126.8
"2022-02-08 00:00:00",2584,3775498.25
"2022-02-09 00:00:00",2497,3558331.69
"2022-02-10 00:00:00",2396,3180469.79
"2022-02-11 00:00:00",2380,3037590.91
"2022-02-12 00:00:00",2347,2919251.49
"2022-02-13 00:00:00",2327,2863701.71
"2022-02-14 00:00:00",2257,2761445.58
"2022-02-15 00:00:00",2387,2957743.47
