"DateTime","Number of sales","Sales USD"
"2022-01-12 00:00:00",11270,44940032.7
"2022-01-13 00:00:00",2324,11828985.32
"2022-01-14 00:00:00",636,3802266.38
"2022-01-15 00:00:00",529,4439888.27
"2022-01-16 00:00:00",368,2521571.96
"2022-01-17 00:00:00",351,2559286.06
"2022-01-18 00:00:00",410,3294280.28
"2022-01-19 00:00:00",660,5233321.2
"2022-01-20 00:00:00",2190,26501585.4
"2022-01-21 00:00:00",1928,28561390.17
"2022-01-22 00:00:00",442,5598938.01
"2022-01-23 00:00:00",335,4470025.76
"2022-01-24 00:00:00",310,3527889.85
"2022-01-25 00:00:00",655,9204739.24
"2022-01-26 00:00:00",1311,28431198.14
"2022-01-27 00:00:00",621,16013145.01
"2022-01-28 00:00:00",238,6216556.81
"2022-01-29 00:00:00",213,5667532.5
"2022-01-30 00:00:00",345,9604340.67
"2022-01-31 00:00:00",398,12017808.63
"2022-02-01 00:00:00",661,30797896.4
"2022-02-02 00:00:00",215,8698881.74
"2022-02-03 00:00:00",148,4580454.27
"2022-02-04 00:00:00",230,7129404.61
"2022-02-05 00:00:00",100,3231465.72
"2022-02-06 00:00:00",120,3956645.34
"2022-02-07 00:00:00",203,7638078.18
"2022-02-08 00:00:00",53,2121689.79
"2022-02-09 00:00:00",101,3739823.34
"2022-02-10 00:00:00",99,3549662.14
"2022-02-11 00:00:00",71,2848162.77
"2022-02-12 00:00:00",73,3068015.37
"2022-02-13 00:00:00",130,5468820.73
"2022-02-14 00:00:00",99,4653227.89
"2022-02-15 00:00:00",221,11335695.29
"2022-02-16 00:00:00",100,4693237.75
"2022-02-17 00:00:00",72,3593112.9
"2022-02-18 00:00:00",55,2776385.28
"2022-02-19 00:00:00",42,1965310.85
"2022-02-20 00:00:00",75,2783297.2
"2022-02-21 00:00:00",51,1867424.05
"2022-02-22 00:00:00",60,2098375.04
"2022-02-23 00:00:00",53,1667596.34
"2022-02-24 00:00:00",139,3629459.06
"2022-02-25 00:00:00",104,2950296.91
"2022-02-26 00:00:00",19,707209.44
"2022-02-27 00:00:00",34,1155848.21
"2022-02-28 00:00:00",32,1069678.15
"2022-03-01 00:00:00",26,1038506.28
"2022-03-02 00:00:00",32,1239412.38
