DateTime,Cryptopunks,Azuki,Bored Ape Yacht Club,CloneX,Pudgy Penguins
2022-01-13,0.3531121047800141,0.047260319029435616,0.025910300495810556,0.08652618759333897,-0.17599213868307195
2022-01-14,-0.00443337986169734,0.0192900069325439,0.023231640643540663,0.013235546735010928,0.24869568778758477
2022-01-15,-0.019204617840541727,0.03483041435367484,0.035306369047779285,0.048717247469904246,0.2860589074848081
2022-01-16,-0.004673303921873151,0.013515806903223737,-0.008464100751354398,0.0049858775238509345,-0.10055725528920567
2022-01-17,0.03533724533972005,0.014360213823515489,-0.022386382693842077,0.015121952433466701,0.017102838655343122
2022-01-18,0.011197181313449933,0.019980867758650378,0.03615512293665435,0.05608537722890716,-0.17174537801610956
2022-01-19,-0.022850524500504177,0.38150259985071155,-0.033640624924600626,-0.007099448328611091,-0.09734238692232677
2022-01-20,0.009149118160720171,0.47305086298088916,0.02812982668874975,-0.06317097272540351,-0.015080128139472015
2022-01-21,0.007421025214655819,0.20851858704210247,-0.006689901817339972,0.05338601416598787,-0.04284780582371506
2022-01-22,-0.04681615138614936,0.029773399026014058,-0.02278411303690231,-0.08955035068490935,-0.15053205424665628
2022-01-23,-0.019384437053584724,0.03159650071481046,-0.08739841027334083,-0.0040810487763411896,-0.05694148927306064
2022-01-24,-0.020893275403451428,0.01932509416143202,0.03413313761046788,-0.03692880624557071,0.05201686890786594
2022-01-25,-0.032989836929347316,0.03611877655632667,-0.07353239265166445,-0.06226796822579672,0.07844084608222235
2022-01-26,0.05440300879828386,0.1630378455188406,-0.03206862341983807,-0.06631031704025536,-0.04004994188558264
2022-01-27,-0.005937146347141153,0.15377033816874186,-0.030884848092382233,0.10817910756277205,-0.05989304263492601
2022-01-28,0.0069116813946985545,0.09802239946336977,0.0023323266897894435,0.03890830394639244,0.037915440472088724
2022-01-29,0.03086576238944705,0.06316936499618553,0.01632207063349722,0.19902705189705228,0.09167095498549394
2022-01-30,0.07615381221834117,0.06692819184529775,0.0690771376770476,0.06338632924046705,0.08163317208918297
2022-01-31,0.027696233139193005,0.08213830307192915,0.06736028728640986,0.14401511781821674,0.09253938382877736
2022-02-01,0.13179041614564047,0.24577798967778763,0.05510632693747475,0.08229866016544052,0.06706677663570004
2022-02-02,-0.015307137742223587,0.15193316880703933,0.032938575121865155,0.12446188946211945,-0.012810218008660668
2022-02-03,-0.013952964160334647,0.0574321181035764,-0.005000397716970695,0.027850938496212674,-0.05776726234181495
2022-02-04,-0.25923615018123836,0.01542851002278911,0.01812381515795325,0.08539647004780604,0.027722040877657506
2022-02-05,-0.025352166124767317,0.021180029345582607,0.03201565686338603,0.01286649322561284,-0.027178581605583174
2022-02-06,-0.11174176889777532,0.03701476480524768,0.015055689113964599,0.02080561182604379,-0.030259328999692303
2022-02-07,-0.051787170817942374,0.046845411032562456,-0.061985847010558315,-0.005755305835887903,-0.07747568864743037
2022-02-08,-0.013939067632043334,-0.11251087077430322,-0.042757641942437474,-0.026498793771639773,-0.04108105874441381
2022-02-09,0.3207537549960604,-0.02922388456069569,0.048337580401911495,0.06655864879891027,-0.110350718154686
2022-02-10,0.008148486731646587,0.020546133567109548,0.02332393947487299,0.06569107547645014,0.04574087282277284
2022-02-11,0.6857543802216928,0.04730964505452051,-0.02002312223055125,0.023624500113695435,-0.041168126342014055
2022-02-12,0.8813183819985884,0.031239101462860797,-0.025929006194225224,0.005534428862588037,-0.0038700839976379964
2022-02-13,-0.11404339936557317,0.04170053807619034,0.028831729485055746,0.04280879360017398,0.0645049603081953
2022-02-14,0.07258647134110352,0.04372069848321769,-0.0002862888510760664,-0.03965268210806949,-0.04951168718367338
2022-02-15,0.026611167244135148,0.07385959410125342,0.036151302804465546,-0.019298027723522737,-0.05244254678505167
2022-02-16,-0.08106665635548327,0.0288006429833243,-0.02230987449361288,-0.07112964439232816,0.20273449584717307
2022-02-17,0.022466507870906538,0.03651099314937345,0.007495429523414421,-0.00766784721329461,0.04654639657183379
2022-02-18,0.024301798576932043,0.019277579190619454,0.006938694917872468,-0.03076352335536514,-0.02150493965292255
2022-02-19,-0.6308519374233472,0.010794652921589876,-0.04585510218489286,-0.002436325909545234,0.005777720636445327
2022-02-20,-0.04915365858866705,-0.001492361545049059,-0.04933730550805426,-0.06621925829936459,-0.017476158870683434
2022-02-21,-0.016954282546937982,-0.016507300293418625,-0.02539015368227271,0.0014051314302727658,-0.017220927742246372
2022-02-22,0.0015292806076105947,-0.07717717264761792,-0.08210817745166121,-0.04151920556961963,-0.1378989796599449
2022-02-23,-0.35046826056455604,-0.0554141773034903,-0.023901949659254296,-0.03188020307032635,-0.1791712494817458
2022-02-24,-0.004776788742184235,-0.13918895107280682,-0.08073563148200891,-0.10880947248580175,-0.14799611775125698
2022-02-25,0.007024162113330901,-0.08412079453759658,0.05259209332830639,-0.1339140455797483,0.08594767653485191
2022-02-26,-0.09362462769714597,-0.031669768373823515,0.054346227113657,0.017145465632961487,0.11949943252143203
2022-02-27,0.008770710548626548,-0.02374162411341596,0.008548061913663751,0.009027196766672185,-0.0639736594575534
2022-02-28,0.00827100308015849,-0.01603115778679165,0.014490205547733392,-0.016628076964979255,-0.06880530080349911
2022-03-01,-0.0009727707439068922,-0.0029484428922664785,0.021609882085523946,-0.06466753795985525,0.001677057145334171
2022-03-02,0.18129330614796846,0.017453991279359204,0.027903563959781996,0.04940492641134764,-0.07408026847570492
2022-03-03,0.027716866670052465,0.05997306300428984,0.07548251884558121,0.16939657937889163,-0.004483593418186271
2022-03-04,-0.005655185890638625,0.02708905259640937,-0.1054714534610598,0.17809679710319304,-0.047126961234749354
2022-03-05,0.18999992903525165,-0.03463938900114227,-0.09676170102284687,-0.055217491357868465,-0.19598984439146405
2022-03-06,0.08348156601494106,-0.009867138143868304,-0.06142130968934467,0.010550039221858487,-0.018860171033660222
2022-03-07,-0.05491719966580444,-0.05270432180519358,-0.007315394668516717,-0.0022564048965894035,-0.0045132560655407605
2022-03-08,-0.05260602171828821,-0.060887627326464466,0.03343843745609831,0.009483865383430157,0.10202505173877197
2022-03-09,-0.02443304077298647,-0.039667281455339265,-0.04385596770477418,-0.013527370503633729,0.17745927193119604
2022-03-10,-0.0619663699904941,-0.009413640575388182,-0.07861028159520311,-0.11471566895241814,0.11909416790051242
2022-03-11,0.10445719711590407,-0.04297230225463289,-0.02064011833756385,-0.09610930899700643,-0.06679202643560644
2022-03-12,0.08299585926269315,0.0015553177516365313,0.132905781143148,-0.004013132396993191,0.08302149472411902
2022-03-13,0.0017991863288437937,0.011301481181903217,0.045113962942683994,-0.03048450393332136,0.10508002397708727
2022-03-14,0.014558419303905223,0.061960149185321,-0.0014873775067778539,-0.058190121346709534,0.11535286713776172
2022-03-15,0.01592540760688732,0.050414430043260516,-0.04093057845155024,0.008115123248857659,0.04039297019517485
2022-03-16,0.011304054536184438,0.05022928513630065,0.019830719032930544,-0.05742989611848992,0.1020853015906864
2022-03-17,0.011097019434233246,0.000700314825187176,0.10296831262178907,0.10286919892912039,0.15635658126608853
2022-03-18,0.025177446192373498,0.04830347677261604,-0.007935970861469466,0.06485735252614111,0.028794198027709328
2022-03-19,-0.004744859554375758,0.02373908337175723,0.012641134325421577,0.08299132850305413,0.12056142977404227
2022-03-20,0.009758506050327576,0.03314905079059671,0.008207794865119578,0.04660092583273956,-0.08738962611782752
2022-03-21,-0.011935421211784591,-0.008234705097164507,0.0012714325889606748,0.04187478037749304,-0.03673983379896284
2022-03-22,0.009561066188158884,0.018824660935232496,0.01683504442910988,0.0008357675577213008,-0.01867178409788095
2022-03-23,-0.2256360954700507,0.00017776247788825472,0.0385061580255861,0.0150586439977618,-0.014800898254046069
2022-03-24,-0.009637691108232982,0.12985185560457957,0.003912968898815539,0.026600646142975304,-0.05610692215379265
2022-03-25,-0.05067096962509632,0.08108901169849392,0.10286381044415416,0.04563043607279749,0.02945241177672364
2022-03-26,-0.11580128170804416,0.03613882283015135,0.019903128622841715,0.0017036275661310718,-0.10411250117613857
2022-03-27,-0.044878102238872786,0.03364357661091355,0.04512671000649049,-0.015800316857904284,0.09939979075246685
2022-03-28,-0.16760778189679315,0.03721035464650946,0.047678272477394534,-0.0038660180919800613,-0.09427981934356622
2022-03-29,-0.024024506590977435,0.04111945343996304,0.01741634924221347,0.05437154006565126,0.05266017373958376
2022-03-30,0.09705947536799608,0.11270133882659672,0.003183407837336949,0.025309617666742223,0.08461582849809024
2022-03-31,-0.05880915228523964,-0.5133472363803016,0.07631342379177597,0.11134147790547222,0.07676015779257717
2022-04-01,-0.029133838974723103,0.11031721281919515,-0.03218587576170806,4.2957067058591036e-05,0.42205195742393786
2022-04-02,0.06128705306931015,0.04536161579425535,-0.028673035185420526,0.0071901631748674255,0.04641723553660149
2022-04-03,0.05677773649558526,-0.011225387290967781,-0.015282651901605604,0.18711331361703776,-0.06599732498210731
2022-04-04,-0.030336261784645546,-0.004809181505515792,-0.006903428217550522,0.03734079310142979,0.03020036782918334
2022-04-05,0.012629908299666592,-0.00855805800923759,-0.012324772809024997,0.009577015913368792,0.04396899292727441
2022-04-06,0.05380164021468903,-0.027583724796516496,-0.012682644420660472,0.012765970797412596,0.010529602416880612
2022-04-07,0.033302325914890574,0.23500592640442686,-0.01981997457073137,-0.012859318173945922,0.014919994432488481
2022-04-08,0.014751757898605833,-0.02295398810457494,-0.0148353839985218,0.009448492217564386,-0.017169203508417552
2022-04-09,-0.04955747957361589,-0.02743222081376795,0.026041336906808432,0.01797977469248946,-0.009083028564842333
2022-04-10,-0.06341128587271605,0.014177438415256871,0.036596094579338434,-0.033715552916815605,0.063226143147181
2022-04-11,0.6190902949269954,-0.07482200279662699,-0.010825674133262408,-0.07834891962954016,0.04825623563502024
2022-04-12,-0.04523251835881259,-0.011283503296644515,0.015378149079693593,-0.02253277799488196,0.029255821356593215
2022-04-13,0.41546175472486535,0.0308833308464751,-0.006665702584289224,-0.07153674191576764,-0.03506809432513558
2022-04-14,0.0001023704748881471,0.00550811695753306,-0.027712189547850485,-0.016702846844025232,-0.018202005196518822
