"DateTime","Number of sales","Sales USD"
"2021-12-12 00:00:00",356,154592551.5
"2021-12-13 00:00:00",364,156146134
"2021-12-14 00:00:00",352,149624575.88
"2021-12-15 00:00:00",351,145745015.46
"2021-12-16 00:00:00",356,144439450.55
"2021-12-17 00:00:00",359,144855274
"2021-12-18 00:00:00",352,142012133.86
"2021-12-19 00:00:00",352,141616933.33
"2021-12-20 00:00:00",352,140633825.97
"2021-12-21 00:00:00",365,142836927.86
"2021-12-22 00:00:00",383,145137586.75
"2021-12-23 00:00:00",391,145530449.36
"2021-12-24 00:00:00",446,162349808.57
"2021-12-25 00:00:00",451,162353503.03
"2021-12-26 00:00:00",462,165459601.3
"2021-12-27 00:00:00",465,166081925.7
"2021-12-28 00:00:00",472,166803331.98
"2021-12-29 00:00:00",480,169216538.99
"2021-12-30 00:00:00",496,173304670.92
"2021-12-31 00:00:00",510,176483947.47
"2022-01-01 00:00:00",522,177333260.03
"2022-01-02 00:00:00",498,168505848.17
"2022-01-03 00:00:00",492,166904683.36
"2022-01-04 00:00:00",480,161208818.84
"2022-01-05 00:00:00",452,150806804.83
"2022-01-06 00:00:00",502,153463820.64
"2022-01-07 00:00:00",500,150927063.96
"2022-01-08 00:00:00",498,138435846.43
"2022-01-09 00:00:00",486,133958976.55
"2022-01-10 00:00:00",491,134006373.93
"2022-01-11 00:00:00",491,133144898.24
"2022-01-12 00:00:00",479,128277308.61
"2022-01-13 00:00:00",468,124642456.85
"2022-01-14 00:00:00",462,122165301.71
"2022-01-15 00:00:00",457,120179315.71
"2022-01-16 00:00:00",446,115271370.21
"2022-01-17 00:00:00",454,116892223.86
"2022-01-18 00:00:00",459,117524557.8
"2022-01-19 00:00:00",467,117846280.58
"2022-01-20 00:00:00",467,116506400.23
"2022-01-21 00:00:00",455,113060348.94
"2022-01-22 00:00:00",463,113419350.45
"2022-01-23 00:00:00",426,97917263.7
"2022-01-24 00:00:00",426,95732513.72
"2022-01-25 00:00:00",517,111815495.88
"2022-01-26 00:00:00",543,118809878.25
"2022-01-27 00:00:00",544,118816961.86
"2022-01-28 00:00:00",577,125020401.73
"2022-01-29 00:00:00",568,121926726.76
"2022-01-30 00:00:00",553,119371404.19
"2022-01-31 00:00:00",552,119817378.98
"2022-02-01 00:00:00",560,120711227.02
"2022-02-02 00:00:00",576,124206457.91
"2022-02-03 00:00:00",588,126290454.71
"2022-02-04 00:00:00",640,127264663.49
"2022-02-05 00:00:00",590,123032643.38
"2022-02-06 00:00:00",586,122381790.42
"2022-02-07 00:00:00",586,122598853.91
"2022-02-08 00:00:00",592,124246963.92
"2022-02-09 00:00:00",593,132799759.94
"2022-02-10 00:00:00",592,132344671.95
"2022-02-11 00:00:00",595,133495128.44
"2022-02-12 00:00:00",606,159685762.5
"2022-02-13 00:00:00",619,163039421.83
"2022-02-14 00:00:00",613,161946656.51
"2022-02-15 00:00:00",615,162420525.19
"2022-02-16 00:00:00",607,160436135.75
"2022-02-17 00:00:00",601,158841846.61
"2022-02-18 00:00:00",592,156970779.12
