"DateTime","Number of sales","Sales USD"
"2022-09-14 00:00:00",217,2555439.92
"2022-09-15 00:00:00",196,2325398.24
"2022-09-16 00:00:00",199,2240088.73
"2022-09-17 00:00:00",196,2101004.73
"2022-09-18 00:00:00",222,2264889.56
"2022-09-19 00:00:00",216,1958066.59
"2022-09-20 00:00:00",207,1861337.07
"2022-09-21 00:00:00",209,1797986.77
"2022-09-22 00:00:00",205,1728758.93
"2022-09-23 00:00:00",208,1774837.07
"2022-09-24 00:00:00",201,1731789.18
"2022-09-25 00:00:00",173,1527910.81
"2022-09-26 00:00:00",200,1762927.16
"2022-09-27 00:00:00",231,2067853.3
"2022-09-28 00:00:00",231,2106922.95
"2022-09-29 00:00:00",238,2180871.86
"2022-09-30 00:00:00",233,2234505.37
"2022-10-01 00:00:00",231,2200908.67
"2022-10-02 00:00:00",240,2283153.88
"2022-10-03 00:00:00",218,2060883.04
"2022-10-04 00:00:00",228,2139721.92
"2022-10-05 00:00:00",274,2568886.7
"2022-10-06 00:00:00",289,2788631.62
"2022-10-07 00:00:00",431,4395922.18
"2022-10-08 00:00:00",456,4576096.58
"2022-10-09 00:00:00",473,4889882.09
"2022-10-10 00:00:00",492,5279313.74
"2022-10-11 00:00:00",464,5087912.21
"2022-10-12 00:00:00",425,4772966.18
"2022-10-13 00:00:00",434,4782522.98
"2022-10-14 00:00:00",292,3231958.15
"2022-10-15 00:00:00",269,3105436.19
"2022-10-16 00:00:00",247,2778290.22
"2022-10-17 00:00:00",217,2359448.72
"2022-10-18 00:00:00",210,2262855.31
"2022-10-19 00:00:00",205,2162598.09
"2022-10-20 00:00:00",178,1956821.35
"2022-10-21 00:00:00",176,1853183.03
"2022-10-22 00:00:00",170,1784170.3
"2022-10-23 00:00:00",175,1851529.77
"2022-10-24 00:00:00",186,2042245.08
"2022-10-25 00:00:00",192,2134034.24
"2022-10-26 00:00:00",201,2258817.5
"2022-10-27 00:00:00",218,2416664.55
"2022-10-28 00:00:00",274,2871038.87
"2022-10-29 00:00:00",273,2946727.48
"2022-10-30 00:00:00",271,2911241.74
"2022-10-31 00:00:00",277,2900683.51
"2022-11-01 00:00:00",283,3007856.31
"2022-11-02 00:00:00",271,2911391.97
"2022-11-03 00:00:00",292,3433039.7
"2022-11-04 00:00:00",258,3271108.47
"2022-11-05 00:00:00",268,3399449.34
"2022-11-06 00:00:00",279,3615798.88
"2022-11-07 00:00:00",273,3608125.06
"2022-11-08 00:00:00",262,3469584.52
"2022-11-09 00:00:00",325,4289265.92
"2022-11-10 00:00:00",314,3782447.1
"2022-11-11 00:00:00",304,3530336.54
"2022-11-12 00:00:00",297,3321125.71
"2022-11-13 00:00:00",284,3047992.48
"2022-11-14 00:00:00",281,2893701.58
"2022-11-15 00:00:00",283,2821165.65
"2022-11-16 00:00:00",218,1916716.83
"2022-11-17 00:00:00",203,1825120.79
"2022-11-18 00:00:00",215,2064445.89
"2022-11-19 00:00:00",278,2833172.07
"2022-11-20 00:00:00",284,2915445.54
"2022-11-21 00:00:00",286,2918079.82
"2022-11-22 00:00:00",297,3071138.86
"2022-11-23 00:00:00",297,3108168.24
"2022-11-24 00:00:00",283,3017270.28
"2022-11-25 00:00:00",283,2956904.86
"2022-11-26 00:00:00",231,2331737.76
"2022-11-27 00:00:00",255,2652327.74
"2022-11-28 00:00:00",307,3160505.86
"2022-11-29 00:00:00",329,3403405.92
"2022-11-30 00:00:00",350,3740014.09
"2022-12-01 00:00:00",418,4403716.43
"2022-12-02 00:00:00",437,4573656.88
"2022-12-03 00:00:00",456,4695512.69
"2022-12-04 00:00:00",476,4803214.49
"2022-12-05 00:00:00",438,4447225.58
"2022-12-06 00:00:00",535,5240205.92
"2022-12-07 00:00:00",539,5172912.56
"2022-12-08 00:00:00",524,5053470.91
"2022-12-09 00:00:00",534,5142980.56
"2022-12-10 00:00:00",662,6382765.68
"2022-12-11 22:36:23",632,6046362.78
