DateTime,Cryptopunks,Azuki,Bored Ape Yacht Club,CloneX,Pudgy Penguins
2022-01-12,163552.3453846154,3987.5805412599825,83620.81789099527,24868.527120921306,1532.2239006193693
2022-01-13,221304.65830508474,4176.034869795499,85787.45841025641,27020.30596375618,1262.5645394080477
2022-01-14,220323.53068965516,4256.590611384399,87780.44181576617,27377.934486133767,1576.5588959123472
2022-01-15,216092.30148148147,4404.84942611288,90879.65048969073,28711.712095709572,2027.5476112624885
2022-01-16,215082.43648148148,4464.384520393997,90110.43597169811,28854.865175718853,1823.6629885057473
2022-01-17,222682.85730769232,4528.494036697248,88093.18926732673,29291.207074380167,1854.852802359882
2022-01-18,225176.27763636364,4618.977277190333,91278.20935516889,30934.015472636813,1536.2904066543438
2022-01-19,220030.88158730158,6381.129117089806,88207.55335046248,30714.401028192373,1386.7442314647378
2022-01-20,222043.97012195122,9399.727752721617,90688.81653884964,28774.142438563325,1365.831950757576
2022-01-21,223691.7640229885,11359.745702299566,90082.11726027398,30310.27921440262,1307.3090485436894
2022-01-22,213219.37653465348,11697.963943928178,88029.67611801242,27595.98308139535,1110.5171319311662
2022-01-23,209086.2389516129,12067.578670044331,80336.02236842105,27483.36252840909,1047.2826325757576
2022-01-24,204717.742578125,12300.785764143426,83078.14287499999,26468.43475862069,1101.7589959839356
2022-01-25,197964.13763392856,12745.075096625766,76969.20825234441,24820.299104084323,1188.1819038076153
2022-01-26,208733.98235537187,14823.004681355458,74500.91169797689,23174.457201458525,1140.5952876106194
2022-01-27,207494.69815450645,17102.34312388433,72199.96235744089,25681.449299763965,1072.2815654205608
2022-01-28,208928.83539923956,18778.755833333333,72368.35625664894,26680.670934903046,1112.9375932835821
2022-01-29,215377.5831889764,19964.997914743413,73549.55767910006,31990.84621371217,1214.9616452991454
2022-01-30,231779.40721518986,21301.21912537233,78630.15060098522,34018.62852449568,1314.1428183716075
2022-01-31,238198.8237142857,23050.865117693735,83926.70013484125,38917.825319465075,1435.752785046729
2022-02-01,269591.1458169935,28716.260406654343,88551.59231125521,42120.710199809706,1532.0440963855422
2022-02-02,265464.4770138889,33079.21284652546,91468.35558676027,47363.13337676439,1512.4182775119618
2022-02-03,261760.4606802721,34979.02210550045,91010.97743030917,48682.24109142857,1425.0500141043724
2022-02-04,193902.68658385094,35518.69629864253,92660.44356260075,52839.53263465282,1464.5553088480801
2022-02-05,188986.83346153845,36270.98332856462,95627.02852851011,53519.39212334114,1424.7507728706626
2022-02-06,167869.11039215687,37613.5452457265,97066.75934092759,54632.8958210252,1381.6387704918034
2022-02-07,159175.64409722222,39375.56723315444,91049.99404661017,54318.466796875,1274.595355285962
2022-02-08,156956.88402877699,34945.387876520115,87156.91100230414,52879.092947232944,1222.2336286201023
2022-02-09,207301.39395348838,33924.147895287955,91369.86519546027,56398.65392351275,1087.3592699490662
2022-02-10,208990.58661157024,34621.15796909492,93500.97040110649,60103.54215517242,1137.0960320284696
2022-02-11,352306.7968055556,36259.07266398929,91628.78904208998,61523.458293650794,1090.2839189189187
2022-02-12,662801.2529333333,37391.77351388889,89252.94560344827,61863.9554969574,1086.0644285714286
2022-02-13,587213.1449450549,38951.0305890411,91826.26238683128,64512.276799117,1156.1209714285715
2022-02-14,629836.8750617284,40653.99685303515,91799.97355167395,61954.19199513382,1098.8794715447154
2022-02-15,646597.5694805195,43656.68455919396,95118.66219298245,60758.59828042328,1041.2514334470989
2022-02-16,594180.0665151515,44914.02514501891,92996.57677745665,56436.86079096045,1252.3490178571428
2022-02-17,607529.21765625,46553.88080939948,93693.62606461087,56004.11156521738,1310.641351888668
2022-02-18,622293.2703333333,47451.32693333334,94343.73755162243,54281.22777108434,1282.4560887096773
2022-02-19,229718.3550980392,47963.54753824756,90017.59582568807,54148.98100946372,1289.86576171875
2022-02-20,218426.8575,47891.96858433735,85576.37019933555,50563.27564935065,1267.323862745098
2022-02-21,214723.58684210526,47101.401477272724,83403.57300840336,50634.3236971831,1245.4993700787402
2022-02-22,215051.95945945947,43466.24848351648,76555.4576357268,48532.02680272109,1073.7462777777778
2022-02-23,139683.07329670328,41057.60208333333,74725.63294117647,46984.81593283582,881.3618155619596
2022-02-24,139015.8367647059,35342.83751578948,68692.61177777778,41872.422896341464,750.9236885245901
2022-02-25,139992.30653846153,32369.76994274809,72305.30002735979,36265.1173480663,815.4638348082595
2022-02-26,126885.57895833334,31344.626826347303,76234.82028416778,36886.89967123288,912.9113003095974
2022-02-27,127998.45564417177,30600.454478260872,76886.48024793388,37219.884972677595,854.509023668639
2022-02-28,129057.13126506023,30109.893764172335,78000.58115056819,36600.989860724236,795.714273255814
2022-03-01,128931.58826347304,30021.116461916463,79686.16451183431,34234.093959537575,797.0487315634219
2022-03-02,152306.02216666666,30545.104766839377,81909.69249999999,35925.42685236769,738.0031475409836
2022-03-03,156527.4678761062,32376.988259493668,88092.442407767,42011.071273885354,734.6942414860681
2022-03-04,155642.27594827587,33254.05019736842,78801.20446808511,49493.108510638296,700.0703344481606
2022-03-05,185214.29733333335,32102.150216718266,71176.26588110403,46760.22321917808,562.8636585365854
2022-03-06,200676.27692307692,31785.393865814694,66804.5264118896,47253.54540816326,552.2479536679537
2022-03-07,189655.69775510204,30110.16623880597,66315.82493554328,47146.92227692308,549.7555172413793
2022-03-08,179678.66600000003,28276.82965811966,68533.32250000001,47594.05734104046,605.8443523316063
2022-03-09,175288.5698275862,27155.16469740634,65527.727321739134,46950.23489361702,713.3570500000001
2022-03-10,164426.57345454543,26899.53573717949,60376.574224683536,41564.30729032258,798.3137142857144
2022-03-11,181602.11244897958,25743.60075697211,59130.39458786936,37569.59043771044,744.9927235772358
2022-03-12,196674.33581560286,25783.64023622047,66989.16586987271,37418.818697183095,806.8431330472104
2022-03-13,197028.18959183674,26075.033561151078,70011.31261648746,36278.124571428576,891.6262288135594
2022-03-14,199896.60859060404,27690.646530612248,69907.1793648817,34167.0961003861,994.4778707224334
2022-03-15,203080.04356164383,29086.654692982454,67045.83807556081,34444.3662962963,1034.6477857142856
2022-03-16,205375.67144927537,30547.65656521739,68375.40525276461,32466.229918032786,1140.2701169590644
2022-03-17,207654.72926666666,30569.049541984736,75415.9053564728,35806.00498194946,1318.5588541666666
2022-03-18,212882.94503937007,32045.640916496945,74817.40692907249,38128.28766961652,1356.5256989247312
2022-03-19,211872.84536363636,32806.37505791506,75763.18381994261,41292.60491686461,1520.0703767123287
2022-03-20,213940.40780701753,33893.87525096525,76385.03249106505,43216.878536036034,1387.231994818653
2022-03-21,211386.93892561982,33614.76918367347,76482.150910683,45026.575833333336,1336.265321888412
2022-03-22,213408.02344,34247.55581597222,77769.73131929824,45064.20758465012,1311.3148643006261
2022-03-23,165255.47028901734,34253.64374635569,80764.34488308651,45742.813443708605,1291.9062264150944
